"SPORDER","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
1,502,126,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,100000,1,939,999,1,1,1,100000,50,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
3,1003,90,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,19,2,0,20000,4,999,999,1,6,1,20000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,613,72,4,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,1,0,150000,1,195,999,1,1,2,150000,163,1,2,1,1,1000,1,0,0,1,0,1,5,"No"
1,601,33,1,2,2,1,1,2,2,0,2,3,1,4,2,5,2,2,60000,1,22,2,0,0,2,22,50,6,4,1,60000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,504,26,1,2,2,1,2,2,2,0,2,5,1,4,2,5,2,2,0,3,19,1,0,10000,2,32,50,6,6,1,10000,9,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,706,60,1,0,2,2,1,2,2,0,2,2,1,4,3,5,3,3,1400,1,21,2,18000,0,4,999,999,6,3,1,19400,25,2,1,3,1,1000,1,0,0,1,0,1,1,"Yes"
1,611,69,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,24,1,0,50000,2,50,237,1,6,1,53500,6,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,504,71,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,2,0,48000,2,26,51,1,1,1,48000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,905,27,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,14000,1,18,1,0,0,1,902,999,6,6,1,14000,25,2,1,2,2,3000,2,0,1,1,0,0,1,"Yes"
1,505,3,1,2,2,1,2,2,2,0,2,5,1,4,2,5,2,2,0,3,21,1,0,0,1,939,999,6,6,1,0,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,1003,44,1,0,1,2,2,2,2,0,2,3,1,4,3,5,3,3,0,1,22,2,0,80000,2,50,26,1,4,1,80000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,610,94,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,22,2,0,29900,4,999,999,6,1,1,29900,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,803,32,1,2,1,1,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,1,0,80000,4,999,999,1,6,1,80000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,906,54,1,0,2,2,2,1,2,0,2,3,1,4,2,5,2,2,0,1,16,1,12000,0,1,935,999,6,4,1,12000,44,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,608,93,1,2,2,1,1,2,2,0,2,1,1,4,2,5,2,2,22900,1,22,2,21700,0,1,22,999,6,1,1,44600,23,1,1,4,1,1000,1,0,0,1,0,1,1,"Yes"
1,1101,52,4,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,19,2,0,14000,1,301,999,1,6,2,14000,324,2,1,3,2,3000,2,0,1,1,0,0,3,"No"
1,1102,99,1,2,2,1,1,2,2,0,2,1,1,4,2,5,2,2,12000,1,16,2,15600,0,2,22,50,6,1,1,55200,25,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
3,601,89,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,19,2,0,5000,2,50,22,1,6,1,5000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,403,45,1,2,2,1,2,2,2,0,1,5,1,4,3,5,3,3,0,1,20,2,0,0,1,84,999,1,6,1,70000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,403,75,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,150000,2,50,22,1,1,1,150000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,610,57,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,23,1,0,60000,1,902,999,1,1,1,90000,36,1,2,2,2,3000,2,0,1,1,0,0,1,"No"
3,613,67,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,14,1,0,0,1,615,999,6,6,1,0,25,1,2,4,6,4015,4,1,0,1,0,0,1,"No"
3,806,49,1,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,1,16,2,0,62000,4,999,999,1,6,1,62000,25,1,2,2,8,8000,15,0,0,1,1,0,1,"No"
2,403,64,1,0,2,2,1,2,2,0,2,1,1,4,3,5,3,2,0,1,21,1,15600,0,1,94,999,6,1,1,15600,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,613,50,3,2,2,1,2,2,2,0,1,5,2,4,2,5,2,2,0,3,16,2,0,3400,1,706,999,6,6,1,3400,207,1,2,2,6,4000,5,1,0,1,0,0,4,"No"
1,611,8,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,3,19,2,0,25000,1,148,999,6,6,1,26000,36,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,702,49,1,1,2,1,1,2,2,0,1,1,1,4,2,5,2,2,0,1,24,1,19600,0,1,51,999,6,1,1,19600,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,607,53,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,0,3,996,999,1,1,1,20000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,1003,63,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,18,2,0,40000,1,84,999,1,6,1,40000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,301,61,1,0,2,2,1,2,1,0,2,2,1,4,3,5,3,3,0,1,19,1,14400,0,2,50,109,6,3,1,14400,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
2,100,131,1,0,2,2,1,1,2,0,2,1,1,4,2,5,2,2,0,1,20,1,22800,0,1,22,999,6,1,1,22800,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,612,13,1,0,2,2,2,1,2,0,2,5,1,4,3,5,2,2,0,1,11,1,6300,860,4,999,999,1,6,1,11160,25,2,1,2,1,1000,1,0,0,1,0,1,1,"Yes"
1,1001,105,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,22,1,0,72000,1,553,999,1,1,2,72000,440,1,2,2,2,3000,2,0,1,1,0,0,6,"No"
1,1002,55,4,0,1,2,1,2,2,0,2,1,1,4,3,5,3,3,0,1,24,1,30000,60000,1,776,999,1,1,2,90000,242,1,1,1,6,4013,10,1,0,1,0,0,4,"No"
1,906,104,1,0,1,2,2,2,2,0,2,1,1,4,2,1,2,2,0,1,21,2,0,86000,1,924,999,1,1,1,86000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
3,100,8,1,0,1,2,2,2,2,0,2,5,1,4,2,1,2,2,0,1,16,2,0,46000,4,999,999,1,6,1,46000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,901,47,1,2,1,1,1,2,2,0,2,1,1,4,2,5,2,2,79000,1,16,1,26000,0,2,32,22,6,1,1,105000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
3,905,76,4,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,1,23,1,0,70000,4,999,999,1,6,2,70000,210,1,2,4,6,4015,4,1,0,1,0,0,4,"No"
3,1004,51,1,2,2,1,2,2,2,0,2,3,1,4,3,5,3,3,0,1,16,1,0,5000,2,22,94,1,4,1,10000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,506,54,1,0,2,2,2,1,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,65000,4,999,999,3,1,1,65000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,609,70,4,0,2,2,2,1,2,0,1,5,1,4,2,5,2,2,0,3,16,2,0,16900,2,515,587,6,6,2,16900,459,2,1,1,2,3000,2,0,1,1,0,0,6,"No"
2,705,113,4,2,2,1,1,2,2,0,2,1,1,4,2,5,2,2,51000,1,21,1,33100,0,1,22,999,6,1,2,84100,138,1,1,4,1,1000,1,0,0,1,0,1,5,"No"
1,901,84,1,0,2,2,1,1,2,0,2,2,1,4,3,5,3,3,15000,1,19,1,24000,60000,4,999,999,1,3,1,125800,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,906,53,1,2,2,1,2,2,2,0,2,1,1,4,2,5,2,2,0,1,19,2,0,0,1,50,999,6,1,1,0,42,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,803,32,1,0,2,2,2,1,2,0,1,5,1,4,3,5,3,3,0,1,18,2,0,26900,1,261,999,1,6,1,26900,25,2,1,4,8,8000,15,0,0,1,1,0,1,"No"
2,605,30,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,24,1,0,120000,2,22,935,1,1,1,120000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,605,52,1,2,1,1,1,2,2,0,2,1,1,4,2,5,2,2,0,1,16,2,21600,0,1,50,999,6,1,1,21600,25,1,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,1103,71,1,0,1,2,1,2,2,0,2,1,1,4,3,5,3,3,0,1,20,2,0,36100,4,999,999,1,1,1,36100,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
3,401,72,1,2,2,1,2,2,2,0,2,5,1,4,3,5,3,3,0,1,20,2,0,67000,1,290,999,1,6,1,67000,25,1,2,1,9,9000,29,0,0,2,1,1,1,"No"
1,608,100,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,22,2,0,70000,2,50,22,1,6,1,79300,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,402,51,1,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,20,2,0,53000,1,261,999,1,1,1,53000,34,1,2,4,8,8000,15,0,0,1,1,0,1,"No"
3,609,51,1,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,1,21,1,0,81000,1,706,999,1,6,1,81000,25,1,2,2,6,4000,5,1,0,1,0,0,1,"No"
2,1003,100,1,0,1,2,2,2,2,0,2,5,1,4,2,3,2,1,0,1,20,2,0,0,2,50,32,6,6,1,0,25,1,2,3,1,1000,1,0,0,1,0,1,1,"Yes"
2,507,99,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,16,1,0,0,1,26,999,6,6,1,0,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,802,59,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,22,2,0,0,4,999,999,6,6,1,0,25,2,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,503,79,4,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,125000,1,599,999,1,6,2,125000,461,1,2,1,2,3000,2,0,1,1,0,0,6,"No"
3,1001,61,4,0,2,2,1,1,2,0,1,3,1,4,2,5,2,2,0,1,15,1,0,0,1,795,999,6,4,2,8700,223,2,1,2,6,4010,10,1,0,1,0,0,4,"Yes"
1,1201,44,1,0,2,2,1,2,2,0,2,1,1,3,2,1,2,2,0,1,18,1,0,8000,1,22,999,6,1,1,8000,44,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
3,901,200,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,22,2,0,60000,2,51,50,1,6,1,60000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,501,164,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,27600,1,21,1,5200,0,1,26,999,6,1,1,32800,25,1,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,501,54,1,0,2,2,1,2,2,0,2,2,1,4,2,3,2,2,42700,1,22,2,17100,0,2,51,26,6,3,1,59800,25,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
3,502,30,1,0,2,2,1,1,1,0,2,2,3,2,2,5,2,2,0,1,18,1,21600,0,2,22,88,6,3,1,21600,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,1301,47,1,2,2,1,1,2,2,0,1,1,1,4,2,5,2,2,24300,1,22,2,11400,0,2,46,22,6,1,1,35700,25,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,1201,67,1,0,1,2,1,2,2,0,2,1,1,2,2,3,2,2,2600,1,21,1,26000,0,1,88,999,6,1,1,28600,44,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
2,504,45,5,0,2,2,2,1,2,0,1,1,1,4,3,5,3,3,0,1,16,1,0,20500,1,234,999,1,1,2,20500,364,2,1,1,8,8000,15,0,0,1,1,0,3,"No"
1,201,20,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,16000,1,21,1,0,0,2,32,50,6,1,1,16000,9,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,802,126,5,0,2,2,1,1,2,0,1,1,1,4,2,5,2,2,0,2,21,1,0,0,1,615,999,6,1,2,0,231,2,1,1,6,4015,4,1,0,1,0,0,4,"No"
1,701,184,1,0,2,2,2,1,2,0,1,5,1,4,1,5,2,3,0,1,19,2,0,10000,4,999,999,2,6,1,10000,25,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,806,78,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,3,24,1,0,50000,4,999,999,1,6,1,50000,25,1,2,2,2,3000,2,0,1,1,0,0,1,"Yes"
1,701,42,1,2,1,1,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,165000,2,291,142,1,1,1,165000,26,1,2,2,9,9000,29,0,0,2,1,1,1,"No"
1,906,52,1,0,2,2,1,2,2,0,2,2,1,4,3,5,3,3,6300,1,20,2,21000,23200,4,999,999,1,3,1,50500,25,2,1,1,8,8000,15,0,0,1,1,0,1,"No"
2,100,7,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,3,0,1,16,2,0,39000,1,924,999,1,1,1,39000,45,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
1,100,13,1,0,2,2,1,2,2,0,2,3,1,4,3,5,3,3,0,1,18,2,9300,0,1,939,999,6,4,1,9300,25,2,1,2,1,1000,1,0,0,1,0,1,1,"Yes"
3,1104,70,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,18,1,0,2900,4,999,999,1,1,1,2900,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
3,503,160,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,14,1,0,0,1,51,999,6,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,403,58,1,0,2,2,1,2,2,0,2,1,2,2,3,5,3,3,0,1,16,2,25800,0,4,999,999,6,1,1,25800,24,2,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,100,44,1,0,1,2,2,1,2,0,2,1,1,4,3,5,3,3,0,1,19,2,0,60000,4,999,999,1,1,1,60000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,602,64,1,2,1,1,1,1,2,0,2,3,1,4,2,3,2,2,2700,1,16,2,9600,0,1,22,999,6,4,1,12300,25,1,1,1,1,1000,1,0,0,1,0,1,1,"No"
3,804,74,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,1,0,45000,1,903,999,1,2,1,45000,25,1,2,3,2,3000,2,0,1,1,0,0,1,"No"
2,702,158,5,0,2,2,2,2,2,0,1,5,1,4,3,5,3,3,0,1,16,2,0,60000,1,235,999,1,6,2,60000,365,2,2,4,8,8000,15,0,0,1,1,0,3,"No"
2,701,63,1,0,1,2,2,2,2,0,2,5,1,4,3,1,2,1,0,1,16,1,0,3500,1,50,999,3,6,1,3500,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,402,57,4,0,2,2,1,2,2,0,1,1,1,4,2,5,2,2,0,1,1,1,15200,0,1,706,999,6,1,2,15200,209,2,1,4,6,4000,5,1,0,1,0,0,4,"No"
1,1103,64,1,0,1,2,2,1,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,30100,1,46,999,1,1,1,30100,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
2,1201,40,1,0,2,2,2,1,2,0,2,3,1,4,3,5,3,3,0,1,21,2,0,5000,4,999,999,1,4,1,7000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
3,504,82,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,16,1,0,71000,4,999,999,1,6,1,71000,25,1,2,1,9,9000,82,0,1,4,1,1,1,"No"
1,702,16,1,0,2,2,1,2,1,0,2,5,1,2,2,5,2,2,0,1,19,1,12000,0,1,939,999,6,6,1,48000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,503,60,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,1,0,135000,1,32,999,1,1,1,135000,19,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,803,86,4,0,2,2,2,2,1,0,1,1,1,2,3,5,3,3,0,1,21,1,0,24000,1,706,999,1,1,2,24000,207,2,1,1,6,4000,5,1,0,1,0,0,4,"Yes"
1,1002,37,1,0,2,2,2,1,2,0,2,1,1,4,2,5,2,2,0,1,16,2,0,0,2,917,50,6,1,1,0,36,2,1,4,9,9000,17,0,0,2,0,1,1,"No"
2,1104,81,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,55000,2,88,22,1,6,1,55000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,906,103,1,2,1,1,1,2,1,0,2,1,1,4,3,5,3,3,0,1,21,2,14400,8900,1,195,999,1,1,1,23300,34,1,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,1003,78,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,21,2,12000,0,2,88,22,6,1,1,12000,36,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,604,53,4,2,2,1,2,1,2,0,1,1,1,4,2,1,2,1,0,1,23,1,0,0,1,706,999,3,1,2,0,207,1,1,2,6,4000,5,1,0,1,0,0,4,"No"
1,503,108,1,0,1,2,1,2,2,0,2,2,1,4,3,5,2,2,0,1,16,2,0,0,1,26,999,6,3,1,16000,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
2,1004,51,4,2,2,1,1,2,2,0,1,1,1,4,2,5,2,2,0,1,11,2,0,0,1,84,999,6,1,2,0,129,1,1,3,1,1000,1,0,0,1,0,1,5,"No"
1,502,130,1,0,1,2,2,2,2,0,2,3,1,4,3,5,3,3,0,1,16,1,0,0,2,935,94,1,4,1,23500,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
1,403,66,1,0,1,2,2,2,2,0,2,5,1,3,3,5,3,3,0,1,16,1,0,70000,4,999,999,1,6,1,71200,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,705,111,4,0,2,2,2,1,2,0,1,3,1,4,3,5,3,3,0,1,11,2,0,14000,1,275,999,1,4,2,14000,329,2,1,1,8,8000,15,0,0,1,1,0,3,"No"
3,705,161,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,22,1,0,43300,1,50,999,1,6,1,43300,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
3,401,164,1,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,1,1,1,0,4000,1,336,999,1,6,1,4000,12,1,2,4,2,3000,2,0,1,1,0,0,1,"No"
2,1004,53,1,0,1,2,2,2,1,0,2,1,1,2,3,5,3,3,0,1,16,2,0,60000,1,431,999,1,1,1,68000,36,1,1,4,1,1000,1,0,0,1,0,1,1,"No"
2,603,62,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,1,0,86000,1,20,999,1,1,1,86000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,611,58,1,2,2,1,2,2,2,0,1,1,1,4,2,5,2,2,0,1,23,2,0,0,2,97,94,1,1,1,100000,26,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
3,804,40,1,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,1,16,2,0,3500,1,902,999,1,6,1,3500,25,1,2,4,2,3000,2,0,1,1,0,0,1,"No"
1,703,61,1,0,1,2,1,2,2,0,2,3,1,4,3,5,3,2,0,1,21,2,0,100000,2,50,22,1,4,1,100000,36,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,201,18,1,0,2,2,1,2,2,0,2,3,1,4,2,5,2,2,0,1,16,2,12000,0,1,87,999,6,4,1,12000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,706,46,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,180000,1,50,999,1,6,1,180000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,1104,103,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,190000,1,50,999,1,1,1,190000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,701,50,1,2,1,1,1,2,2,0,2,5,1,4,2,5,2,2,0,1,20,2,10000,1000,2,902,223,1,6,1,11000,6,1,1,2,2,3000,2,0,1,1,0,0,1,"No"
2,506,59,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,98000,1,935,999,1,1,1,98000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,613,57,1,0,1,2,1,2,2,0,2,5,1,4,2,5,2,2,60000,1,16,2,0,0,2,50,20,6,6,1,60000,33,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,903,143,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,170000,2,51,142,1,6,1,170000,9,1,2,3,1,1000,1,0,0,1,0,1,1,"No"
2,702,63,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,24,2,0,24000,1,782,999,1,1,2,36000,240,1,2,3,6,4005,10,1,0,1,0,0,4,"No"
1,605,81,5,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,1,1,0,72000,3,996,999,1,1,2,72000,362,1,2,3,9,9000,29,0,0,2,1,1,3,"No"
2,607,82,4,0,1,2,2,2,2,0,2,1,3,4,3,5,3,3,0,1,22,2,0,90000,4,999,999,1,1,2,90000,212,1,2,2,1,1000,1,0,0,1,0,1,4,"No"
1,1201,83,1,0,1,2,1,2,2,0,2,1,1,4,3,5,3,3,31200,1,24,1,960,0,1,50,999,1,1,1,79160,25,1,1,2,1,1000,1,0,0,1,0,1,1,"No"
1,706,43,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,16,1,0,9600,2,271,275,1,6,1,20760,25,2,1,1,8,8000,15,0,0,1,1,0,1,"Yes"
2,501,17,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,19,2,0,0,2,22,50,6,6,1,8400,25,2,1,4,1,1000,1,0,0,1,0,1,1,"Yes"
1,705,59,2,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,16,2,0,17500,2,599,200,1,1,1,17500,72,1,2,1,8,8000,15,0,0,1,1,0,2,"No"
1,506,49,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,55000,2,142,935,1,6,1,55000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,504,105,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,21,2,0,64000,1,275,999,1,1,2,64000,329,1,2,2,9,9000,29,0,0,2,1,1,3,"No"
1,706,89,1,2,2,1,1,2,2,0,2,2,1,4,3,5,3,3,2400,1,20,2,24000,0,1,26,999,6,3,1,26400,25,1,1,2,1,1000,1,0,0,1,0,1,1,"Yes"
1,403,178,1,0,2,2,1,1,2,0,2,2,1,4,2,5,2,2,0,1,16,2,11200,0,2,51,50,6,3,1,19900,25,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,902,123,1,0,1,2,2,2,1,0,2,5,1,2,3,5,3,3,0,2,22,1,0,110000,2,51,50,1,6,1,110000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"No"
1,605,50,1,0,2,2,2,2,2,0,2,1,1,4,2,1,2,1,0,1,21,1,0,80000,1,998,999,3,1,1,80000,25,2,2,2,1,1000,1,0,0,1,0,1,1,"No"
2,610,123,5,0,2,2,2,1,2,0,1,1,1,4,3,5,3,3,0,1,16,1,0,10000,1,226,999,1,1,2,10000,312,2,1,1,9,9000,29,0,0,2,1,1,3,"No"
2,1201,98,1,2,1,1,1,1,2,0,2,3,1,4,2,5,2,2,15000,1,21,2,0,0,2,935,22,6,4,1,15000,25,1,1,1,1,1000,1,0,0,1,0,1,1,"No"
1,501,16,1,0,2,2,1,1,2,0,2,5,1,4,3,5,3,3,0,1,19,2,31900,0,4,999,999,6,6,1,31900,25,2,1,1,1,1000,1,0,0,1,0,1,1,"Yes"
1,502,71,2,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,19,1,0,150000,4,999,999,1,1,1,150000,72,1,2,1,9,9000,29,0,0,2,1,1,2,"No"
1,1003,201,1,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,16,1,0,50000,1,84,999,1,1,1,50000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
2,1003,66,1,2,2,1,2,2,2,0,2,3,1,4,2,5,2,2,0,1,18,2,0,35000,1,935,999,1,4,1,35000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
3,704,57,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,11,2,0,0,4,999,999,1,6,1,0,25,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,506,90,1,2,2,1,1,2,1,0,2,1,1,2,2,1,2,2,16000,1,20,1,19000,0,1,935,999,6,1,1,37100,25,1,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,613,120,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,22,1,0,67000,2,51,50,1,6,1,67000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,301,212,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,20,2,0,12400,2,935,32,1,1,1,12400,37,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
1,801,44,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,10000,1,32,999,1,6,1,10000,42,1,2,4,1,1000,1,0,0,1,0,1,1,"No"
2,606,144,1,0,1,2,2,2,2,0,1,5,1,4,2,1,2,1,0,1,19,1,0,1500,1,275,999,3,6,1,1500,25,1,2,1,8,8000,15,0,0,1,1,0,1,"No"
1,603,120,1,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,18,1,0,46000,1,22,999,1,1,1,46000,49,1,2,2,1,1000,1,0,0,1,0,1,1,"No"
1,1003,205,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,17,1,0,0,1,50,999,6,6,1,0,25,2,1,4,1,1000,1,0,0,1,0,1,1,"No"
1,401,22,1,0,1,2,2,2,2,0,2,3,1,4,3,5,3,3,0,1,18,2,0,55000,2,32,50,1,4,1,55000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"No"
2,1301,40,1,0,2,2,1,1,2,0,2,5,3,4,2,5,2,2,0,1,22,2,12000,0,1,51,999,6,6,1,12000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"No"
